locality,builtup_area_sqft,total_price,price_currency,property_status,new/resale,price_negotiable,description,security_deposit,facing,furnished,property_age,gymnasium,children's_play_area,club_house,lift(s),swimming_pool,landscaped_gardens,rain_water_harvesting,maintenance_staff,jogging_track,sports_facility,car_parking,24_x_7_security,full_power_backup,locality_score,project_score,builder_experience,indoor_games,atm,intercom,school,pincode,multipurpose_room,vaastu_compliant,cafeteria,staff_quarter,hospital,golf_course
Raj Nagar Extension,927.0,5010000.0,INR,1.0,1,0,"927 Square feet Plot for sale in Ghukna, Ghaziabad. This land has a dimension of 44.0 mt length 21.0 mt width. Price. The plot is North-East facing. There are 2 open sides for this plot. The width of the facing road is 30.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 3. The most popular landmarks near this plot are Shaheed Memorial Vidya Kendra Jhs, Shaheed Memorial Public School, and Swerojgar Prashikshan Kendra",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Lal Kuan,540.0,2063880.0,INR,1.0,1,0,"A plot property is available for sale in ADV Realtors AR Residency, Lal Kuan, Ghaziabad. It has a salable area of 540 sqft and is available at a price of Rs. 3,822 per sqft. It has temple as well as cctv. The project also has gated community, 24x7 water supply, landscape garden and tree planting and 24 x 7 security. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,1,0,7.4,,,,,,,,,,,,,
Lal Kuan,900.0,3439800.0,INR,1.0,1,0,"A plot is available at a prime location in ADV Realtors AR Residency. It has an area of 900 sqft and is priced at Rs. 34.40 lac . The amenities include 24x7 water supply, landscape garden and tree planting, gated community, temple, cctv and 24 x 7 security. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,1,0,7.4,,,,,,,,,,,,,
Lal Kuan,720.0,2751840.0,INR,1.0,1,0,"A plot is available for sale in ADV Realtors AR Residency, Lal Kuan, Ghaziabad. It has an area of 720 sqft. The property is available at a price of Rs. 27.52 lac . The amenities include 24x7 water supply, cctv, temple, gated community, 24 x 7 security and landscape garden and tree planting. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,1,0,7.4,,,,,,,,,,,,,
Lal Kuan,630.0,2407860.0,INR,1.0,1,0,"A plot property is available for sale in ADV Realtors AR Residency, Lal Kuan, Ghaziabad. It has a salable area of 630 sqft and is available at a price of Rs. 3,822 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,1,0,7.4,,,,,,,,,,,,,
Lal Kuan,810.0,3095820.0,INR,1.0,1,0,"This plot is available for sale and is located in ADV Realtors AR Residency, one of the most prestigious projects of Lal Kuan. It has a salable area of 810 sqft and is available at a price of Rs. 3,822 per sqft. The amenities include temple, cctv, 24 x 7 security, landscape garden and tree planting, 24x7 water supply and gated community. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,1,0,7.4,,,,,,,,,,,,,
Raj Nagar Extension,1080.0,6059000.0,INR,1.0,1,0,"This plot is situated in Raj Nagar Extension, Ghaziabad. It has an area of 1080 sqft. The property is available at a price of Rs. 60.59 lac . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,558.0,550000.0,INR,,1,0,"A plot is available at a prime location in Raj Nagar Extension. It has a salable area of 558 sqft and is available at a price of Rs. 985 per sqft. Its entry is west facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,west,0,0,0,1,0,0,1,0,,,1,0,,1,0,,,,1.0,,,,,,1.0,,,,
Raj Nagar Extension,558.0,500000.0,INR,,1,0,"A plot is available at a prime location in Raj Nagar Extension. It has a salable area of 558 sqft and is available at a price of Rs. 896 per sqft. Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,northeast,0,0,0,1,0,0,1,0,,,1,1,,1,0,,,,1.0,,,,,,1.0,,,,
Raj Nagar Extension,1944.0,1299999.0,INR,,1,0,"This plot is available for sale and is located in the heart of Raj Nagar Extension. It has an area of 1944 sqft. The property is available at a price of Rs. 13.00 lac . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,northeast,0,0,0,1,0,0,1,1,,,1,1,,1,0,,,,1.0,,,,,,1.0,,,,
Raj Nagar Extension,558.0,550000.0,INR,,1,0,"A plot is available for sale in Raj Nagar Extension, Ghaziabad. It has an area of 558 sqft. The property is available at a price of Rs. 5.50 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,northeast,0,0,0,1,0,0,1,1,,,1,1,,1,0,,,,1.0,,,,,,1.0,,,,
Raj Nagar Extension,558.0,500000.0,INR,,1,0,"This plot is available for sale and is located in the heart of Raj Nagar Extension. It has an area of 558 sqft. The property is available at a price of Rs. 5.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,northeast,0,0,0,1,0,0,1,0,,1.0,1,1,,1,1,,,,1.0,,,,,1.0,1.0,,1.0,,
Hindon Air Force Station,558.0,550000.0,INR,,1,0,"This plot is situated in Hindon Air Force Station, Ghaziabad. It has an area of 558 sqft and is priced at Rs. 5.50 lac . It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,northeast,0,0,0,1,0,0,1,0,,,1,1,,1,0,,,,1.0,,,,,,1.0,,,,
Tilla Mode Farukh Nagar Road,558.0,500000.0,INR,,1,0,"62 Sq. Yards (Gajj) Plots Available at Just 10 Minutes away From Northern Peripheral Way and Behind Hindon Airport Ghaziabad. Plots just 7km. away from East Delhi Border. Plots Near-By Loni Bhopora Road Ghaziabad.

Plot Size - 62 Sq. Yards
Basic PRice - 5 lakhhh Rs. 

Included Facilities:- 
(1) Just 5kms. away from Mohan Nagar Metro Station, Ghaziabad 
(2) Just 7kms. away from East Delhi, 
(3) Near BCCI Cricket Stadium, Raj Nagar Ext. Ghaziabad, 
(4) 24X7 Security & Electricity, 
(5)CCTV Surveillance 
(6) Swimming Pool, Parks, 
(7) Badminton Ground, 
(8) Jogging Tracks & Many More.

For More Information:- 
Contact Now - Gold Castle Housing 
Visit Our Website - Gold Castle Housing 
Follow Our Facebook page – Gold Castle Housing/Great JaminDar-Delhi NCR",1,northeast,0,0,0,1,0,0,1,0,,,1,1,,1,0,,,,1.0,,,,,,1.0,,,,
Raj Nagar Extension,558.0,500000.0,INR,,1,0,"It has an area of 558 sqft. The property is available at a price of Rs. 5.00 lac . It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,northeast,0,0,0,1,0,0,1,0,,,1,1,,1,0,,,,1.0,,,,,,1.0,,,,
Tilla Mode Farukh Nagar Road,558.0,500000.0,INR,,1,0,"A plot property is available for sale in Tilla Mode Farukh Nagar Road, Ghaziabad. It has a salable area of 558 sqft and is available at a price of Rs. 896 per sqft. It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,northeast,0,0,0,1,0,0,1,0,,,1,1,,1,0,,,,1.0,,,,,,,,,,
Raj Nagar Extension,1944.0,1296000.0,INR,,1,0,"This plot is situated in Raj Nagar Extension, Ghaziabad. Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,northeast,0,0,0,1,0,0,1,0,,,1,1,,1,0,,,,1.0,,,,,,1.0,,,,
Raj Nagar Extension,558.0,500000.0,INR,,1,0,"A plot property is available for sale in Raj Nagar Extension, Ghaziabad. It has an area of 558 sqft. The property is available at a price of Rs. 5.00 lac . It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,northeast,0,0,0,1,0,0,1,0,,,1,1,,1,0,,,,1.0,,,,,,1.0,,,,
Raj Nagar Extension,558.0,550000.0,INR,,1,0,"This plot is situated in Raj Nagar Extension. It has a salable area of 558 sqft and is available at a price of Rs. 985 per sqft. Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,northeast,0,0,0,1,0,0,1,1,,,1,1,,0,0,,,,1.0,,,,,,1.0,,,,
Raj Nagar Extension,558.0,550000.0,INR,,1,0,"This plot is situated in Raj Nagar Extension, Ghaziabad. It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,northeast,0,0,0,1,0,0,1,0,,,1,1,,1,0,,,,1.0,,,,,,1.0,,,,
Raj Nagar Extension,1944.0,1231000.0,INR,,1,0,"This plot is situated in Raj Nagar Extension. It has an area of 1944 sqft. The property is available at a price of Rs. 12.31 lac . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,northeast,0,0,0,1,0,0,1,1,,,1,1,,1,1,,,,1.0,,,,,,1.0,,,,
Ghaziabad,558.0,550000.0,INR,,1,0,"A plot property is available for sale in Ghaziabad, Ghaziabad. It has a salable area of 558 sqft and is available at a price of Rs. 985 per sqft. Its entry is northeast facing. The site is in close proximity to various civic utilities. Please contact for more details. ",1,northeast,0,0,0,1,0,0,1,0,,,1,1,,1,0,,,,1.0,,,,,,1.0,,,,
Hindan Residential Area,558.0,500000.0,INR,,1,0,"This plot is available for sale and is located in the heart of Hindan Residential Area. It has an area of 558 sqft and is priced at Rs. 5.00 lac . It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,northeast,0,0,0,1,0,0,1,0,,,1,1,,1,0,,,,,,,,,,1.0,,,,
Tilla Mode Farukh Nagar Road,558.0,500000.0,INR,,1,0,"This plot is situated in Tilla Mode Farukh Nagar Road, Ghaziabad. It has a salable area of 558 sqft and is available at a price of Rs. 896 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,northeast,0,0,0,1,0,0,1,0,,1.0,1,1,,1,0,,,,,,,,,,1.0,,,,
Hindon Air Force Station,558.0,550000.0,INR,,1,0,"A plot is available at a prime location in Hindon Air Force Station. It has an area of 558 sqft. The property is available at a price of Rs. 5.50 lac . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,northeast,0,0,0,1,0,0,1,0,,1.0,1,0,,1,0,,,,,1.0,,1.0,,,,,,,
Raj Nagar Extension,1620.0,1080000.0,INR,,1,0,"A plot is available for sale in Raj Nagar Extension, Ghaziabad. It has an area of 1620 sqft. The property is available at a price of Rs. 10.80 lac . It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,northeast,0,0,0,1,0,0,1,0,,1.0,1,1,,1,0,,,,1.0,,,,,,1.0,,,,
